"X","event_time","event_type","product_id","category_id","category_code","brand","price","user_id","user_session"
39045094,"2020-04-20 11:40:14 UTC","view",5100710,2232732103101907456,"electronics.clocks","aimoto",58.83,626084665,"5cd9a829-0f60-4650-ad53-abcd28e258ea"
47897031,"2020-04-24 02:55:21 UTC","view",1307520,2053013554658803968,"electronics.audio.headphone","lenovo",836.55,626171755,"e91df336-044a-4dee-8e64-d314a4d40d44"
6948320,"2020-04-05 10:20:22 UTC","view",15100103,2232732107413652224,"apparel.shorts","",347.24,517465085,"e15a18d9-e1d1-478c-8d71-53b8782602f5"
10898808,"2020-04-07 19:59:32 UTC","view",21407945,2232732082063278080,"electronics.clocks","casio",122.01,521621808,"c6722ff8-bc8f-4ede-8d54-43973cb3cb1e"
34133143,"2020-04-18 10:33:50 UTC","view",100178749,2232732098446230016,"apparel.shoes.sandals","",190.38,643417228,"544b45c5-9762-4285-affa-9f2f8184c1cc"
20074302,"2020-04-12 14:39:04 UTC","view",8700320,2232732089587859712,"appliances.personal.hair_cutter","philips",54.03,638226876,"b1deacde-7bcc-48ca-89e5-b92ae5b340e1"
31313864,"2020-04-17 09:23:39 UTC","view",100200843,2053013553199186176,"","achilles",84.94,590874961,"7de9f516-1ee8-437c-9e06-443123be1dc3"
53199066,"2020-04-25 23:15:26 UTC","view",100143628,2232732093077520640,"construction.tools.light","samsung",361.82,633691241,"e2020951-5f37-4efd-a1fb-f11128aaa87d"
36111609,"2020-04-19 06:57:23 UTC","view",1801636,2232732099754852864,"appliances.personal.massager","xiaomi",501.38,643813821,"6abd3c14-b043-4916-aef2-2d44505aef69"
30991726,"2020-04-17 07:27:32 UTC","view",3500182,2232732102539870720,"","bosch",985.84,620997735,"9a846f17-8906-4a4c-a3b3-cd34a6f12626"
126796,"2020-04-01 04:35:14 UTC","view",40900018,2053013558668558848,"accessories.bag","wagner",158.3,635072468,"95ce0a21-75a8-4fec-95f6-39aa0db58a4a"
65319176,"2020-04-30 12:31:43 UTC","view",7004744,2232732079009824768,"kids.skates","cybex",426.11,623635341,"99fff6a1-70e7-4b05-b3dd-532a51e283e3"
29494887,"2020-04-16 15:18:32 UTC","view",100129411,2053013555438944768,"","",25.61,620551650,"006a86f7-f5e5-4771-8830-d1be724a1a7c"
49537767,"2020-04-24 14:58:55 UTC","view",100060839,2232732135054115072,"apparel.trousers","glo",25.74,643223869,"c3dbaa09-f69f-4ded-86c9-f8e4996ddfed"
62948709,"2020-04-29 15:03:41 UTC","view",100139761,2071490004441367552,"apparel.sock","nike",25.74,512431635,"6e8f0a20-019b-4502-b247-d65ed018d9f7"
5032965,"2020-04-04 06:21:30 UTC","purchase",1004768,2232732093077520640,"construction.tools.light","samsung",251.98,521336827,"01356b88-47f5-4d01-a02d-3c0b7997d6ac"
46081679,"2020-04-23 09:08:34 UTC","view",1307279,2053013554658803968,"electronics.audio.headphone","lenovo",425.14,641706256,"4b4c3528-7f7a-4657-bfcd-bc1d3445a470"
29399534,"2020-04-16 14:44:20 UTC","view",8700594,2232732089587859712,"appliances.personal.hair_cutter","philips",120.96,602315764,"aa6d68d0-c98c-4ddc-a3a7-b8690d264fce"
35288192,"2020-04-18 18:35:44 UTC","view",100167871,2232732113310843648,"construction.tools.light","decathlon",56.37,540734278,"25074202-96ad-480f-bf87-4f2d5a520de3"
66290747,"2020-04-30 19:04:24 UTC","view",38900074,2085718636156158208,"construction.tools.saw","",90.86,516444329,"6e0980fa-cd0b-414f-8fae-8d55bed3f798"
19026048,"2020-04-12 05:50:08 UTC","view",100058779,2232732135054115072,"apparel.trousers","iqos",72.05,529701869,"85deb40e-08cd-4921-aebe-eb0533d2b5f3"
7972675,"2020-04-06 03:58:16 UTC","view",1003943,2232732093077520640,"construction.tools.light","xiaomi",198.17,514419755,"077aa148-fffe-42f8-9029-31ec85a342fe"
19436238,"2020-04-12 09:17:02 UTC","view",1004767,2232732093077520640,"construction.tools.light","samsung",306.03,517730130,"dfba5315-1e72-412d-885e-9ce94d339f3e"
10946966,"2020-04-07 21:26:25 UTC","view",40900007,2053013558668558848,"accessories.bag","fubag",27.29,608534442,"e2bfebd6-c8b1-4e2d-b151-293a4ae7d93e"
48672894,"2020-04-24 08:54:30 UTC","view",1005205,2232732093077520640,"construction.tools.light","oppo",204.1,590774799,"10f7246e-14bd-4360-9ffc-e19afc4b66ac"
38592806,"2020-04-20 08:26:51 UTC","view",100168604,2232732102749585920,"appliances.kitchen.hob","",107.34,568782800,"a224e868-fa0a-4a0f-8aca-62e555646f64"
9971161,"2020-04-07 09:20:53 UTC","view",5100856,2232732103101907456,"electronics.clocks","apple",563.72,572155242,"0f6bd49e-40eb-4949-b0e3-6f09766ffe75"
24818327,"2020-04-14 18:30:02 UTC","view",22700069,2232732091643068672,"","force",50.96,562646000,"00cdc9ce-0851-4ab1-9fec-4f6db49dc5f1"
57355321,"2020-04-27 12:26:48 UTC","view",4201228,2053013557695480320,"appliances.environment.air_conditioner","tcl",283.13,616851770,"bf964bfe-43b0-45e1-8a1c-012bdb17fdf6"
45709245,"2020-04-23 06:37:01 UTC","view",59400005,2053013552125444352,"appliances.environment.vacuum","nanga",38.1,515755811,"058ab400-4961-4f5c-a351-1ecd5e0d7f48"
9799557,"2020-04-07 07:30:35 UTC","view",7300404,2232732099670966784,"appliances.personal.massager","transcend",80.46,514417723,"ce81eff3-5a14-4213-8c01-3685562bd15e"
56949092,"2020-04-27 09:31:32 UTC","view",5300855,2232732089269092608,"","redmond",26.74,536863718,"b33bd1d6-ee50-45f1-ae6e-1d6d689d5a78"
63100803,"2020-04-29 15:59:22 UTC","view",100027737,2053013553325015296,"appliances.kitchen.toster","rm",154.44,585934620,"b9785a94-b9b0-43da-9631-2260bac2446c"
18458088,"2020-04-11 18:26:11 UTC","purchase",1004836,2232732093077520640,"construction.tools.light","samsung",203.35,639943473,"911bf83b-6d9b-4012-b597-2e46ec61acb4"
64171181,"2020-04-30 04:34:47 UTC","view",100115532,2053013558668558848,"accessories.bag","paint",25.71,649354284,"58eaf134-1e83-43ef-88a4-2b5148b7beb8"
64342082,"2020-04-30 05:55:30 UTC","view",15100141,2232732107413652224,"apparel.shorts","",1672.89,549372314,"92f19d01-2649-4030-8dad-870e2bf7183e"
29227806,"2020-04-16 13:41:07 UTC","view",15800099,2232732108613223168,"sport.trainer","stihl",270.79,524793836,"21cd6281-0e9c-4c24-a1bd-4ab786c39f85"
16659131,"2020-04-11 01:57:14 UTC","view",17302660,2232732098446230016,"apparel.shoes.sandals","creed",271.92,627758481,"df24700a-2205-41b6-96eb-7f5191bc272e"
7438411,"2020-04-05 15:43:46 UTC","view",1307580,2053013554658803968,"electronics.audio.headphone","asus",746.22,518821219,"a95fb658-617e-4da2-a8c8-8d199dc863c4"
40304147,"2020-04-21 01:43:36 UTC","view",3701363,2232732101063475712,"appliances.environment.vacuum","bissell",283.12,618893526,"1c04f3a0-3354-4e20-b979-223ac26c7441"
31535482,"2020-04-17 10:48:00 UTC","view",3701134,2232732101063475712,"appliances.environment.vacuum","bosch",108.09,531161801,"85b82ee1-53f4-4b78-bf32-c7f4d050bad5"
46820277,"2020-04-23 14:24:46 UTC","view",100003338,2053013554658803968,"electronics.audio.headphone","asus",846.84,644069802,"933acded-e139-4e72-8b0a-575b51256831"
22279436,"2020-04-13 15:01:16 UTC","view",1005014,2232732093077520640,"construction.tools.light","samsung",446.57,640874725,"632d91c0-65e7-4b09-9123-73b2379188a9"
4471506,"2020-04-03 17:28:59 UTC","view",54100010,2232732127806357760,"apparel.costume","fubag",47.11,621751157,"be25a993-bf00-4390-83db-e5a1cd1cda84"
52932239,"2020-04-25 19:09:55 UTC","view",1005100,2232732093077520640,"construction.tools.light","samsung",146.34,596198494,"a13250f2-15c8-482a-abd5-1599f3a5c94e"
53788352,"2020-04-26 06:39:47 UTC","view",25700427,2232732083455787264,"","cersanit",143.16,646658250,"6bf16981-1285-4fd7-8f44-7fb8d8e7c75b"
54276465,"2020-04-26 09:32:15 UTC","view",15400247,2232732107774362368,"","bestway",26.38,630991000,"27c5fd7e-c2bb-45dc-ba11-f3a1faca4d3b"
35293334,"2020-04-18 18:38:18 UTC","view",100148730,2232732115777094400,"apparel.underwear","",6.46,516005064,"0e355335-524c-4b83-8318-2a313e7c76fd"
53861351,"2020-04-26 07:06:58 UTC","view",22300003,2232732111087862528,"kids.swing","xiaomi",75.34,597801030,"0af2c995-ecbc-4b76-b1ad-7523c91c3cd3"
57012154,"2020-04-27 09:56:39 UTC","view",1004858,2232732093077520640,"construction.tools.light","samsung",128.42,519121809,"ba148742-4c98-4c18-9662-bc5390e12e13"
62369599,"2020-04-29 10:57:14 UTC","view",100195781,2053013553199186176,"","continental",71.3,625103948,"75ad34be-844e-41f9-a5ed-c7fb522d1511"
16922851,"2020-04-11 05:41:15 UTC","view",60300005,2053013563550728960,"sport.ski","riche",20.59,599255237,"d00dc7b7-e275-45d2-933c-5e188691bea5"
33781282,"2020-04-18 08:22:10 UTC","view",1005203,2232732093077520640,"construction.tools.light","xiaomi",110.4,641340507,"a1b82be6-44e2-47cc-90fd-9df6ce0c4b08"
56960215,"2020-04-27 09:35:55 UTC","view",100166477,2053013551932506368,"construction.tools.drill","nike",89.84,647957402,"550f4621-f4bc-4a67-b77f-818ee56f8463"
51268191,"2020-04-25 08:00:40 UTC","view",1005267,2232732093077520640,"construction.tools.light","huawei",285.18,642796004,"d2a5d49d-3630-41e8-b650-41b562920b3a"
28257432,"2020-04-16 07:34:06 UTC","view",3900003,2053013557452210688,"electronics.clocks","ariston",126.88,576817640,"034a25ca-92d8-4e9e-a4eb-e34ba897e948"
58553475,"2020-04-28 00:13:28 UTC","view",19200155,2232732092028944640,"construction.tools.saw","huter",56.86,645545549,"c3bc5edd-9f6b-4395-bd1f-853cae5aa48c"
29342080,"2020-04-16 14:23:48 UTC","view",100062057,2053013551932506368,"construction.tools.drill","nike",71.82,584652569,"a134ee97-1622-4bcb-aa5f-9e58c008fc84"
27822419,"2020-04-16 04:05:58 UTC","view",3701180,2232732101063475712,"appliances.environment.vacuum","polaris",108.09,641900925,"0a9a5b90-f09c-4ff9-8207-e109b6fceae8"
32554831,"2020-04-17 17:38:47 UTC","view",100170834,2053013554658803968,"electronics.audio.headphone","hp",257.38,642567128,"bf65ba02-2002-42e3-b180-5cb07eff90d7"
38956866,"2020-04-20 11:01:38 UTC","view",14500109,2232732107111662336,"appliances.kitchen.toster","kitfort",25.71,539126539,"4b81590e-8a00-4ad9-a3f1-4c21cd79f022"
2154818,"2020-04-02 09:57:06 UTC","view",2800087,2232732091307524352,"appliances.kitchen.refrigerators","atlant",322.01,630238395,"cd59221d-71de-4ab1-a57f-c3892ccaffcf"
1523635,"2020-04-01 20:36:37 UTC","view",100076369,2232732137780412928,"furniture.kitchen.table","",1415.74,542120785,"f4d13a5a-9b4f-4b8c-89da-37f29f9a40a0"
32274254,"2020-04-17 15:45:20 UTC","view",2701776,2232732091718566144,"appliances.kitchen.refrigerators","samsung",1852.53,620584574,"25cb15f2-24b9-4f5a-adb0-29067a780001"
65250394,"2020-04-30 12:01:17 UTC","view",100123549,2232732073574007808,"furniture.kitchen.chair","xiaomi",17.99,644886819,"082e644c-a878-4979-94a8-da519cd828b7"
56847916,"2020-04-27 08:53:18 UTC","view",2501195,2232732092565815552,"appliances.kitchen.oven","midea",249.36,542407873,"ec4ddd60-90f4-4219-950c-c2044c069928"
31784049,"2020-04-17 12:30:49 UTC","view",1004496,2232732093077520640,"construction.tools.light","meizu",68.99,521467422,"fa9b6ede-a2b7-48eb-a6d4-da30d2d3b776"
13005799,"2020-04-09 05:49:00 UTC","view",15200509,2053013557192163840,"furniture.bedroom.bed","racer",42.47,625980690,"a8e3e6a0-c49a-49ba-a9fd-5bdeefd7290a"
39177683,"2020-04-20 12:38:22 UTC","view",1005100,2232732093077520640,"construction.tools.light","samsung",149.04,644457426,"ec9f1067-ac20-4977-a6a1-3b826628cb00"
9946733,"2020-04-07 09:05:44 UTC","view",4100126,2232732098228126208,"apparel.shoes","sony",383.02,636649781,"5be3ded4-0afc-4bb6-9ce0-48b5f9ea03aa"
4838076,"2020-04-04 03:44:54 UTC","view",12704350,2053013553199186176,"","viatti",35.52,529546455,"0b5e5d94-b062-434a-b5b0-49fb0f21e63f"
23474430,"2020-04-14 07:17:07 UTC","view",4501343,2232732102749585920,"appliances.kitchen.hob","bosch",702.7,608459510,"a3bd0034-e5a5-47e0-ac01-b79882e580d0"
62616679,"2020-04-29 12:39:46 UTC","view",100151658,2232732128041238784,"apparel.shirt","",67.7,610736031,"99cde078-b114-48d9-8919-03dd3a94f992"
58911685,"2020-04-28 05:37:52 UTC","view",2800497,2232732091307524352,"appliances.kitchen.refrigerators","almacom",310.18,550687970,"bea5331c-ef40-4d27-82d7-00aa02e13d2f"
62707434,"2020-04-29 13:19:11 UTC","view",23200039,2232732111557624576,"construction.tools.saw","acuvue",23.94,648775038,"060b5762-741f-4825-94c5-d1b3e2f7bd27"
50521222,"2020-04-25 01:40:17 UTC","view",18001324,2232732099436085760,"construction.tools.welding","samsung",5.12,646783289,"b9e36505-5ab0-4f13-ac16-3d5ccea74357"
17528136,"2020-04-11 10:42:16 UTC","view",1802023,2232732099754852864,"appliances.personal.massager","lg",474.35,527082736,"eedd48b3-6295-4ff9-8203-d48ad9cdf5af"
39921820,"2020-04-20 17:42:28 UTC","view",8901659,2232732085150286080,"computers.desktop","alilo",44.3,540200297,"90a3d451-d8dc-4213-81b4-626bb387dc80"
51106760,"2020-04-25 07:02:20 UTC","view",11900283,2232732106096640768,"appliances.kitchen.toster","",127.54,582616824,"e561758c-1c1a-4d15-afec-502e698bde36"
32643602,"2020-04-17 18:14:13 UTC","view",13201082,2232732061804790528,"furniture.bedroom.bed","",158.31,643121562,"0b7db084-7cf7-4500-97a1-d77d097ec566"
38748458,"2020-04-20 09:32:18 UTC","view",11500439,2053013552259662080,"computers.components.power_supply","sven",9.38,634877983,"8ef0ca3e-1a5a-4833-b4e5-3c37fe2d8794"
15638439,"2020-04-10 12:22:51 UTC","cart",5300308,2232732089269092608,"","rowenta",27,639096204,"d6ec734d-66d4-42f2-9385-1c6dd7b1d9ef"
57963056,"2020-04-27 16:50:03 UTC","view",4804056,2232732079706079232,"sport.bicycle","apple",163.97,557165995,"b4e76b82-9ee5-46b9-95f2-2dbb3072143b"
5977230,"2020-04-04 16:23:38 UTC","view",1004250,2232732093077520640,"construction.tools.light","apple",846.07,636708847,"ea63470c-50e3-49ed-bbde-6db73d70a5ae"
56430962,"2020-04-27 06:04:15 UTC","view",38900007,2053013558987325952,"apparel.shoes.moccasins","",65.38,595261885,"be241f2b-e01b-4521-8801-ec9920f02aa7"
50620969,"2020-04-25 03:24:17 UTC","view",100169028,2053013557695480320,"appliances.environment.air_conditioner","samsung",244.51,646799591,"170159d6-760d-496c-9d08-50f3447e481a"
13084779,"2020-04-09 06:40:00 UTC","view",100109756,2232732093077520640,"construction.tools.light","huawei",352.62,533019629,"e95c3e63-fb48-4ad4-9f72-5b9e0a8163f1"
35454264,"2020-04-18 20:16:22 UTC","view",1005133,2232732093077520640,"construction.tools.light","apple",1486.52,621775095,"d4eb85e7-1c0a-4f57-8683-754af176bcc3"
10449073,"2020-04-07 14:27:46 UTC","view",1005100,2232732093077520640,"construction.tools.light","samsung",143.89,513215792,"6800baab-eaf0-4948-be2c-abd9d402506a"
48155665,"2020-04-24 05:31:57 UTC","view",5301764,2232732089269092608,"","rowenta",692.4,646340769,"d4a00bf1-d038-42f3-959e-c81edee529ca"
3101360,"2020-04-02 20:55:51 UTC","view",100145201,2053013551932506368,"construction.tools.drill","vibram",150.58,512905367,"bbfe6293-1e7b-415a-ad47-86b598c60b32"
29334404,"2020-04-16 14:20:53 UTC","view",100109125,2232732092356100352,"","bambola",28.31,601171949,"1e81657b-4880-4294-945f-1061527027df"
55062804,"2020-04-26 15:00:19 UTC","view",17000001,2232732092490318080,"computers.desktop","sv",179.93,628617267,"983366ea-c979-43e4-9cb3-6228ea4a32f1"
30822707,"2020-04-17 06:21:11 UTC","view",9300089,2232732104494416384,"apparel.shoes","sony",282.89,513682583,"21d28a7b-10d9-4651-bfee-484da1a3efae"
21627890,"2020-04-13 09:55:46 UTC","view",4802278,2232732079706079232,"sport.bicycle","jbl",84.69,625018684,"eda6270e-778e-4ca9-ba2f-13221a36db40"
27621380,"2020-04-15 22:48:54 UTC","view",12202035,2053013553325015296,"appliances.kitchen.toster","trek",1236.07,513336081,"17dff7f0-07c6-41d0-8a1b-b6e234fec60b"
52751132,"2020-04-25 17:51:46 UTC","view",26800031,2232732066611463168,"","genau",333.32,535872407,"b1f8ac48-85b0-4536-9957-aa1bdbf46f4d"
52283698,"2020-04-25 14:57:14 UTC","view",1004226,2232732093077520640,"construction.tools.light","apple",816.97,647079133,"8659d556-a2cc-4706-ae8e-063abbde6ad4"
14483791,"2020-04-09 19:38:22 UTC","view",100074896,2232732099436085760,"construction.tools.welding","samsung",38.59,598345381,"0629d137-f2d2-4267-acc7-25234daa55ef"
55848821,"2020-04-26 21:04:36 UTC","view",100025254,2232732089369755904,"accessories.bag","pupa",9.45,646543691,"f062449f-b952-45a9-86ef-1b704fdcbeaa"
58223287,"2020-04-27 18:33:47 UTC","view",100217090,2071490004441367552,"apparel.sock","decathlon",4.22,544338920,"500d7307-3ee4-47e5-b30c-b6037745fbb1"
39593658,"2020-04-20 15:39:33 UTC","view",1005253,2232732093077520640,"construction.tools.light","xiaomi",328.19,595778244,"6879fb7b-de1c-4484-84e9-ad0d508fd943"
22575371,"2020-04-13 17:07:54 UTC","view",4700387,2232732097397654016,"accessories.wallet","neoline",51.46,528326819,"eff92aca-ccac-4a0d-b0e3-6b2a064af2fc"
7744769,"2020-04-05 19:08:42 UTC","view",1004785,2232732093077520640,"construction.tools.light","huawei",277.2,557096431,"1ec64626-c2aa-4f72-a508-44024c2ef2c9"
51503540,"2020-04-25 09:25:12 UTC","view",1802061,2232732099754852864,"appliances.personal.massager","lg",332.31,568869549,"bf97c913-d3d4-4d91-8e7c-48accf08cf08"
1436533,"2020-04-01 18:49:23 UTC","view",4804718,2232732079706079232,"sport.bicycle","apple",326.88,632586662,"ca0ccc5c-6dd6-4932-9350-6c27c5dd0e5a"
34647051,"2020-04-18 14:16:17 UTC","view",29502398,2053013557930361344,"","",76.96,643511644,"385b4b09-b0d0-4e68-a096-40c2ebe1d6ed"
28498322,"2020-04-16 09:05:43 UTC","view",8700025,2232732089587859712,"appliances.personal.hair_cutter","remington",47.59,547456914,"3f12db60-77b5-48f7-b7e2-a2bea4af1f9d"
